Name,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,solubility_mg_L
"benzoic acid, o-phthalidyl-",254.24099999999999,2.6446000000000005,67.10180000000003,19.0,3.0,1.0,4.0,2.0,94.0,2.0,0.0,1.0,3.0,63.6,108.80831569701202,2.1539884027739338,200.0071806957094
azacyclononadecan-2-one,281.48399999999987,5.357800000000005,86.88170000000004,20.0,1.0,1.0,2.0,0.0,118.0,0.0,1.0,1.0,1.0,29.1,125.64882010269451,2.102048618535495,399.9942183143437
propaquizafop,443.8870000000003,4.798400000000004,116.84800000000004,31.0,8.0,0.0,9.0,9.0,162.0,3.0,0.0,0.0,3.0,92.13,184.29732496465328,1.5068650772429886,0.6300462429377719
fenpyroximate,421.4970000000001,5.026820000000005,118.45450000000002,31.0,7.0,0.0,7.0,7.0,162.0,3.0,0.0,0.0,3.0,74.94,181.78882279205783,1.6089716214904664,0.014601399644343437
halfenprox,477.34500000000014,7.2973000000000035,116.58400000000003,30.0,3.0,0.0,6.0,9.0,158.0,3.0,0.0,0.0,3.0,27.69,183.27449831801917,1.5536775399000249,4.999566827972715e-05
triazamate,314.41100000000006,1.7605,80.56000000000004,21.0,7.0,0.0,8.0,4.0,118.0,1.0,0.0,0.0,1.0,77.32,128.59218094093006,3.017992304961193,433.0098063244145
halofenozide,330.81500000000005,3.9257000000000017,91.28270000000003,23.0,2.0,1.0,5.0,2.0,120.0,2.0,0.0,0.0,2.0,49.41,140.58429231295622,2.2442706606404417,12.000109068543432
tebufenozide,352.4780000000002,4.451540000000004,105.12470000000003,26.0,2.0,1.0,4.0,3.0,138.0,2.0,0.0,0.0,2.0,49.41,155.740794543661,2.290346313235774,0.8299119451995154
cyclanilide,274.103,2.6526000000000005,64.32450000000001,17.0,2.0,2.0,6.0,3.0,90.0,1.0,1.0,1.0,2.0,66.39999999999999,107.52395512760569,2.0215373187115144,37.00102787939494
fenoxaprop-p,333.7270000000001,4.125400000000002,83.26080000000005,23.0,5.0,1.0,7.0,5.0,118.0,3.0,0.0,0.0,3.0,81.78999999999998,135.7650779836446,1.7268298835286473,270.017147145104
imazamox,305.33400000000006,1.2173000000000005,79.83200000000005,22.0,5.0,2.0,7.0,5.0,118.0,1.0,0.0,1.0,2.0,100.88,127.97064894213892,2.493170855123481,4413.41906960937
fenbuconazole,336.826,4.025880000000003,93.52800000000002,24.0,4.0,0.0,5.0,6.0,120.0,3.0,0.0,0.0,3.0,54.5,145.89302944986582,1.8864499085311184,0.19998876930260925
"2-oxetanone, 3-ethyl-4-methyl-, (3s-trans)-",114.14399999999999,0.9579,29.33499999999999,8.0,2.0,0.0,2.0,1.0,46.0,0.0,1.0,1.0,1.0,26.3,48.833197775833995,2.399111469468693,24601.018504321546
"azetidine, 1-[benzoyloxy(acetyl)]-",219.23999999999995,1.0757,57.92150000000003,16.0,3.0,0.0,4.0,3.0,84.0,1.0,1.0,1.0,2.0,46.61000000000001,93.81164775214516,1.8148837764604118,5400.323710146755
"1h-azepine, hexahydro-1-[(benzoyloxy)acetyl]-",261.32099999999997,2.2460000000000004,71.77250000000005,19.0,3.0,0.0,4.0,3.0,102.0,1.0,1.0,1.0,2.0,46.61000000000001,112.906474095335,1.8102616410537504,750.0225335205237
"4-piperidinol, 1-[(benzoyloxy)acetyl]-",263.29299999999995,0.8266999999999998,68.54530000000004,19.0,4.0,1.0,5.0,3.0,102.0,1.0,1.0,1.0,2.0,66.84,111.33576573313442,1.790024294946404,11798.840029954008
"l-proline, n-[(benzoyloxy)acetyl]-",277.276,0.9189999999999998,69.09530000000002,20.0,4.0,1.0,6.0,4.0,106.0,1.0,1.0,1.0,2.0,83.91,115.49728783317819,1.892258776759436,7099.246896412222
"l-proline, n-[(benzoyloxy)acetyl]-, methyl ester",291.303,1.0073999999999992,73.47550000000005,21.0,5.0,0.0,6.0,4.0,112.0,1.0,1.0,1.0,2.0,72.91,122.18154142488571,1.8966651248931008,2400.186326218211
"propanamide, 3-(benzoyloxy)-n,n-dimethyl-",221.256,1.3217,60.03550000000004,16.0,3.0,0.0,4.0,4.0,86.0,1.0,0.0,0.0,1.0,46.61,94.8174789056744,2.3434834232557202,17599.286314804976
"butanamide, 4-(benzoyloxy)-n,n-dimethyl-",235.283,1.7117999999999998,64.65250000000005,17.0,3.0,0.0,4.0,5.0,92.0,1.0,0.0,0.0,1.0,46.61,101.18242102007099,2.2384022760037863,13899.223839281856
"acetamide, n-acetyl-2-(benzoyloxy)-n-methyl-",235.239,0.8482999999999998,60.175500000000035,17.0,4.0,0.0,5.0,3.0,90.0,1.0,0.0,0.0,1.0,63.68,98.97900100571822,2.4956690764140865,319.97004659724496
"acetamide, 2-(benzoyloxy)-n-(1-methylethyl)-",221.256,1.3679999999999997,60.003200000000035,16.0,3.0,1.0,4.0,4.0,86.0,1.0,0.0,0.0,1.0,55.4,94.60750741907907,2.3909218659614915,410.0105735767929
"acetamide, 2-(benzoyloxy)-n-butyl-",235.283,1.7596999999999998,64.64220000000003,17.0,3.0,1.0,4.0,6.0,92.0,1.0,0.0,0.0,1.0,55.4,100.97244953347573,2.264526480530372,410.0063180098144
"acetamide, 2-(benzoyloxy)-n-hexyl-",263.337,2.5399000000000007,73.87620000000005,19.0,3.0,1.0,4.0,8.0,104.0,1.0,0.0,0.0,1.0,55.4,113.70233376226892,2.1454943955050303,32.999843758554746
"propanamide, 2-[[(benzoyloxy)acetyl]amino]-",250.254,-0.1666000000000002,63.523600000000016,18.0,4.0,2.0,6.0,5.0,96.0,1.0,0.0,0.0,1.0,98.49,104.10892021613556,2.395000282404399,479.9334586032419
bromuconazole,377.06900000000013,3.664200000000003,81.44600000000003,20.0,4.0,0.0,7.0,3.0,106.0,2.0,1.0,1.0,3.0,39.94,134.72188347083375,2.0115531392586874,49.99433882268565
novaluron,492.70600000000013,5.383700000000003,91.9059,32.0,4.0,2.0,15.0,6.0,174.0,2.0,0.0,0.0,2.0,76.66,177.59061637415294,2.051955216550021,0.05309918447267143
sec-butyl ethylamine,101.193,1.3944,33.42969999999999,7.0,1.0,1.0,1.0,3.0,44.0,0.0,0.0,0.0,0.0,12.03,46.11382378342063,2.831819966070785,62395.09802336898
"dl-lysine, n2-benzoyl-",250.298,0.9985999999999996,68.23740000000004,18.0,3.0,3.0,5.0,7.0,98.0,1.0,0.0,0.0,1.0,92.42,105.99302875317757,2.5545064679862284,1300.0419888345698
fluthiacet-methyl,403.88800000000015,2.795100000000001,95.17600000000002,25.0,8.0,0.0,10.0,4.0,134.0,2.0,0.0,1.0,3.0,65.59,155.4291403173356,2.0012436268546563,0.8500822536982849
l-altraric acid,210.138,-3.4008,39.29879999999999,14.0,6.0,6.0,8.0,5.0,82.0,0.0,0.0,0.0,0.0,155.52,77.6524083130762,4.4503778597717565,332969.6077643354
thiazopyr,396.381,4.516500000000003,87.93950000000004,26.0,5.0,0.0,10.0,5.0,144.0,1.0,0.0,1.0,2.0,51.55,150.78076006068412,2.9453068933352435,2.499843546008253
Spiroxamine,297.483,4.0663000000000045,87.37400000000008,21.0,3.0,0.0,3.0,5.0,124.0,0.0,2.0,2.0,2.0,21.70000000000001,130.91852879473058,1.8231993666222528,469.96136066074286
"benzeneethanol, 4-hydroxy-3-nitro-",183.16299999999998,0.8351999999999999,45.551000000000016,13.0,4.0,2.0,5.0,3.0,70.0,1.0,0.0,0.0,1.0,83.6,74.402730575182,3.0373108455333924,12800.818744742195
"1(3h)-isobenzofuranone, 6-amino-3-methyl-",163.17600000000004,1.5002,44.684900000000006,12.0,3.0,1.0,3.0,0.0,62.0,1.0,0.0,1.0,2.0,52.32,70.1353563357209,2.6048047949292843,2651.894746046592
transfluthrin,371.157,4.8774000000000015,76.62,23.0,2.0,0.0,8.0,4.0,126.0,1.0,1.0,1.0,2.0,26.3,139.56418935837192,2.1123615226066352,0.056997742598516914
"2-thiophenesulfonamide, 4-(4-methoxybenzoyl)-",297.357,1.6351,72.11870000000002,19.0,5.0,1.0,7.0,4.0,100.0,2.0,0.0,0.0,2.0,86.46000000000002,114.23447874374412,2.307167196246088,9.999497279183394
"2-thiophenesulfonamide, 4-(4-hydroxybenzoyl)-",283.33,1.3321000000000005,67.23150000000001,18.0,5.0,2.0,7.0,3.0,94.0,2.0,0.0,0.0,2.0,97.46,107.55022515203669,2.3513857125213105,390.0251042597126
"2-furansulfonamide, 4-(4-methoxybenzoyl)-",281.289,1.1666,66.50770000000001,19.0,5.0,1.0,7.0,4.0,100.0,2.0,0.0,0.0,2.0,99.6,109.38844473740947,2.307167196246088,20.001047862479577
"2-thiophenesulfonamide, 4-(4-methylbenzoyl)-",281.35800000000006,1.93492,70.30370000000002,18.0,4.0,1.0,6.0,3.0,94.0,2.0,0.0,0.0,2.0,77.23,109.12093351423724,2.3513857125213105,10.001364793609426
flupoxam,460.79,4.400800000000002,100.98089999999998,31.0,5.0,1.0,12.0,7.0,164.0,3.0,0.0,0.0,3.0,83.03,176.9430848095916,1.9202938365311013,1.0000070125922618
tebufenpyrad,333.86300000000006,3.863400000000003,93.90820000000004,23.0,3.0,1.0,5.0,4.0,124.0,2.0,0.0,0.0,2.0,46.92,142.39486032262482,2.06345948891462,2.5999697285702394
quizalofop-p-tefuryl,428.8720000000003,4.565000000000004,111.08700000000003,30.0,7.0,0.0,8.0,7.0,156.0,3.0,1.0,1.0,4.0,79.77000000000002,178.44213282578582,1.3177355472831165,3.9997025337943968
fipronil,437.152,4.279179999999998,80.1768,26.0,5.0,1.0,14.0,2.0,140.0,2.0,0.0,0.0,2.0,84.69999999999997,152.89702657908978,2.745101436315436,1.8999075546901407
azimsulfuron,424.40300000000013,-1.0717999999999983,95.47620000000002,29.0,13.0,2.0,16.0,6.0,154.0,3.0,0.0,0.0,3.0,180.93,163.6493808968139,1.853277029080196,1049.9737586755705
nitenpyram,270.72,1.8519,69.46810000000002,18.0,5.0,1.0,7.0,6.0,98.0,1.0,0.0,0.0,1.0,71.30000000000003,110.41703855783176,2.8301187124217244,840079.4117380441
fenazaquin,306.409,4.548800000000004,93.87900000000003,23.0,3.0,0.0,3.0,4.0,118.0,3.0,0.0,0.0,3.0,35.010000000000005,136.91265573507573,1.6484554106773637,0.21998927956638514
"3-p-anisidino-propane-1,2-diol",197.234,0.4602999999999998,54.57630000000003,14.0,4.0,3.0,4.0,5.0,78.0,1.0,0.0,0.0,1.0,61.72,83.14304649459038,2.4340598305929704,99995.80535585305
furilazole,278.135,2.7193000000000014,63.820000000000036,17.0,3.0,0.0,6.0,2.0,94.0,1.0,1.0,1.0,2.0,42.68,109.4159294843382,2.1759549794168977,196.99519949586903
Cyhalofop-butyl,357.38100000000014,4.600280000000004,93.58800000000004,26.0,5.0,0.0,6.0,8.0,136.0,2.0,0.0,0.0,2.0,68.55000000000001,151.46830711369319,1.935829055481345,0.7000538682622469
imazosulfuron,412.81500000000017,1.3052999999999997,94.67820000000003,27.0,9.0,2.0,13.0,5.0,142.0,3.0,0.0,0.0,3.0,136.81,157.9128070523731,1.8577205349934482,6.716692550484632
"l-asparagine, n2-(chloroacetyl)-",208.601,-1.3299999999999996,44.0979,13.0,3.0,3.0,7.0,5.0,74.0,0.0,0.0,0.0,0.0,109.49,79.03578075964235,4.177958096857242,100003.773094974
rimsulfuron,431.45200000000017,0.19279999999999944,96.44000000000004,28.0,10.0,2.0,14.0,7.0,152.0,2.0,0.0,0.0,2.0,166.53999999999996,160.84666304085883,2.30118954850458,10.000748057427195
pymetrozine,217.23200000000003,0.8166,60.177700000000016,16.0,4.0,1.0,6.0,2.0,82.0,1.0,0.0,1.0,2.0,69.95,92.67206548494265,2.0742229670406047,290.01723029581325
"hexanal, 5-hydroxy-, (r)-",116.16,0.7363999999999999,31.595799999999986,8.0,2.0,1.0,2.0,4.0,48.0,0.0,0.0,0.0,0.0,37.3,49.519717452052355,2.814002148389726,39999.6879574694
"phthalic acid, 3,4-dimethoxy-, 2-ethyl ester",253.23,0.244,59.83300000000003,18.0,6.0,0.0,6.0,5.0,98.0,1.0,0.0,0.0,1.0,84.89000000000001,104.07896944668079,3.436703793728783,1414.2140741320761
"quinoline, 5,7-dichloro-4-(4-fluorophenoxy)-",308.139,5.4730000000000025,78.23700000000002,20.0,2.0,0.0,5.0,2.0,100.0,3.0,0.0,0.0,3.0,22.12,124.27542292443917,2.0944528914451297,0.11599697636096215
metconazole,319.836,3.3415000000000017,86.63280000000003,22.0,4.0,1.0,5.0,4.0,118.0,2.0,1.0,1.0,3.0,50.94,135.69152661858632,1.8384939611278148,15.001246428004142
ipconazole,333.86300000000006,3.5875000000000017,91.17980000000006,23.0,4.0,1.0,5.0,5.0,124.0,2.0,1.0,1.0,3.0,50.94,142.0564687329829,1.8336116234672504,6.93055942255338
cafenstrole,350.44400000000013,2.3460600000000005,89.84180000000003,24.0,6.0,0.0,8.0,4.0,130.0,2.0,0.0,0.0,2.0,85.16,141.78166983067499,2.4798490229993684,2.4998769304059976
"2-butenamide, n-(4-hydroxyphenyl)-",177.203,1.9068,51.55050000000003,13.0,2.0,2.0,3.0,2.0,68.0,1.0,0.0,0.0,1.0,49.33,76.70718658074695,2.642679711394538,400.0102040601336
"butanamide, n-(aminocarbonyl)-2-cyano-2-ethyl-",183.21099999999998,0.5112800000000002,46.35410000000002,13.0,3.0,2.0,5.0,3.0,72.0,0.0,0.0,0.0,0.0,95.98,76.89922259078283,4.666440209480426,4999.7874856604385
ethoxysulfuron,398.39700000000016,1.3377999999999997,94.44920000000003,27.0,9.0,2.0,12.0,8.0,146.0,2.0,0.0,0.0,2.0,137.97,155.43771101319754,2.0854976198157766,26.002557142912806
carfentrazone-ethyl,412.19500000000005,3.2430200000000022,88.76,26.0,6.0,0.0,11.0,6.0,142.0,2.0,0.0,0.0,2.0,66.12,155.6196731429764,2.47619464971367,21.998988840251783
clofencet,278.695,2.1465000000000005,71.18130000000002,19.0,4.0,1.0,6.0,3.0,98.0,2.0,0.0,0.0,2.0,72.19,113.62158886480913,2.706695791791702,700050.1890295624
"4-Chlorophenyl-2-(1H-1,2,4-triazol-yl)cycloheptanol",291.7820000000001,3.3245000000000022,77.49280000000005,20.0,4.0,1.0,5.0,2.0,106.0,2.0,1.0,1.0,3.0,50.94,122.96164238979307,2.023733397044804,125.01395553725142
pyraflufen-ethyl,413.17900000000014,4.0763000000000025,87.38200000000003,26.0,6.0,0.0,11.0,7.0,142.0,2.0,0.0,0.0,2.0,62.58,155.89067992000798,2.3797352971679544,1.000088055202788
thifluzamide,528.066,6.146220000000002,88.33120000000002,26.0,4.0,1.0,13.0,3.0,142.0,2.0,0.0,0.0,2.0,51.22,162.36151417650424,2.3347513861930613,1.5998829345770036
fludioxonil,248.188,2.87488,57.14670000000001,18.0,3.0,1.0,6.0,1.0,90.0,2.0,0.0,1.0,3.0,58.04,100.37245176817422,2.174022074141394,1.8000342941651046
famoxadone,374.3960000000001,4.700000000000004,103.70170000000002,28.0,5.0,1.0,6.0,5.0,140.0,3.0,1.0,1.0,4.0,67.87,161.82949536882987,1.5286490212529469,0.05200333548995514
azoxystrobin,403.3940000000002,4.093180000000004,106.78100000000003,30.0,8.0,0.0,8.0,7.0,150.0,3.0,0.0,0.0,3.0,103.56,172.49321984725344,1.896982693275962,5.9996986074755005
Metominostrobin,284.315,2.5754,80.57070000000004,21.0,4.0,1.0,5.0,5.0,108.0,2.0,0.0,0.0,2.0,59.92,122.73610151115112,2.4000389170441543,127.9969947593194
Acibenzolar-s-methyl,210.283,2.194500000000001,55.26050000000002,13.0,5.0,0.0,5.0,1.0,66.0,2.0,0.0,0.0,2.0,42.85,83.31678679508906,2.673253366445296,7.700238277218501
acetamiprid,222.679,2.06628,59.43600000000002,15.0,3.0,0.0,5.0,2.0,78.0,1.0,0.0,0.0,1.0,52.28,93.8267637368404,2.6689213373040763,4200.2898642153
mefenpyr-diethyl,373.23600000000016,3.4444000000000026,92.66400000000004,24.0,6.0,0.0,8.0,5.0,130.0,1.0,0.0,1.0,2.0,68.2,149.85695239909694,2.472251778817379,19.99786012636497
"benzenesulfonamide, 4-[(4-hydroxybutyl)thio]-",261.36799999999994,1.1986,64.85900000000002,16.0,4.0,2.0,6.0,6.0,90.0,1.0,0.0,0.0,1.0,80.39,99.90918194407247,2.5215958051689435,800.115004236452
"benzenesulfonamide, 4-(3-hydroxypropyl)-",215.274,0.2588999999999997,53.22200000000003,14.0,3.0,2.0,5.0,4.0,78.0,1.0,0.0,0.0,1.0,80.39,83.42112980431062,2.791184180966809,19998.2309947664
"benzenesulfonamide, 4-(4-hydroxybutyl)-",229.301,0.6489999999999998,57.83900000000003,15.0,3.0,2.0,5.0,5.0,84.0,1.0,0.0,0.0,1.0,80.39,89.78607191870724,2.6486894614324448,14699.6146109986
"benzenesulfonamide, 4-(5-hydroxypentyl)-",243.32799999999992,1.0391,62.45600000000003,16.0,3.0,2.0,5.0,6.0,90.0,1.0,0.0,0.0,1.0,80.39,96.15101403310385,2.5215958051689435,2600.1121848505927
triflusulfuron-methyl,478.40900000000016,1.3957199999999996,103.18250000000003,32.0,9.0,3.0,16.0,7.0,174.0,2.0,0.0,0.0,2.0,163.71000000000004,179.04979938958047,2.292234071505648,0.9999984829642022
pyriminobac-methyl,361.35400000000016,2.4431000000000003,92.21150000000006,26.0,9.0,0.0,9.0,7.0,138.0,2.0,0.0,0.0,2.0,101.36,150.06099732114652,2.5436864954113725,89.99800168892075
fluquinconazole,376.17800000000017,3.412300000000001,92.235,25.0,6.0,0.0,9.0,2.0,124.0,4.0,0.0,0.0,4.0,65.6,149.63699490648932,2.1498317272062275,0.9999847872436218
cyclosulfamuron,421.4350000000002,1.5648999999999995,103.32940000000004,29.0,8.0,3.0,12.0,8.0,154.0,2.0,1.0,1.0,3.0,148.61,166.57243154767005,1.7010276162774025,0.16999282873214622
imidacloprid,255.665,0.6879,62.089100000000016,17.0,5.0,1.0,8.0,3.0,90.0,1.0,0.0,1.0,2.0,83.66,102.23638471378864,2.011084008323884,610.0582127775053
metosulam,418.26200000000017,2.5575200000000002,95.89350000000002,26.0,8.0,1.0,12.0,5.0,138.0,3.0,0.0,0.0,3.0,107.71,158.47314256400767,2.094464056289544,200.00848019704426
isoxaflutole,359.32500000000016,3.2053000000000016,76.46430000000002,24.0,5.0,0.0,9.0,4.0,128.0,2.0,1.0,1.0,3.0,77.24,134.92117909981312,2.129294423184917,6.199939252253988
sulfosulfuron,470.48900000000015,0.4454999999999994,107.39500000000002,31.0,11.0,2.0,15.0,7.0,166.0,3.0,0.0,0.0,3.0,170.9499999999999,176.9648234360712,1.9885891700550204,17.924600051375176
fluthiamide,363.336,3.5164000000000017,79.42800000000003,24.0,5.0,0.0,10.0,5.0,130.0,2.0,0.0,0.0,2.0,55.32000000000001,138.42330542410886,2.058570766747449,56.002631010239675
Kresoxim-methy,313.353,3.0975200000000016,87.51500000000006,23.0,5.0,0.0,5.0,6.0,120.0,2.0,0.0,0.0,2.0,57.12000000000001,135.02966878584317,2.282849710274351,2.0000177818826685
oxasulfuron,406.4200000000001,1.1594399999999998,97.31070000000004,28.0,8.0,2.0,11.0,5.0,148.0,2.0,1.0,1.0,3.0,136.57999999999998,160.88719185343354,1.7647358310479642,51.99661496357015
methyl (1-(4-methyl)phenylsulfonyl) cyclopropane,254.30700000000002,1.47432,62.34580000000004,17.0,4.0,0.0,5.0,3.0,92.0,1.0,1.0,1.0,2.0,60.44000000000001,100.51569036368464,2.4423783167319404,335.01041946569893
ethyl (1-(4-methyl)phenylsulfonyl) cyclopropane,268.334,1.86442,66.96280000000004,18.0,4.0,0.0,5.0,4.0,98.0,1.0,1.0,1.0,2.0,60.44000000000001,106.88063247808122,2.3735826315502537,261.9845645913865
isopropyl (1-(4-methyl)phenylsulfonyl) cycloprop,282.361,2.2529200000000005,71.55780000000004,19.0,4.0,0.0,5.0,4.0,104.0,1.0,1.0,1.0,2.0,60.44000000000001,113.24557459247784,2.3428944477047167,165.998709319968
methyl (1-(4-chloro)phenylsulfonyl) cyclopropane,274.725,1.8193,62.618800000000036,17.0,4.0,0.0,6.0,3.0,92.0,1.0,1.0,1.0,2.0,60.44000000000001,104.4540144761697,2.4423783167319404,134.98893844474293
isopropyl (1-(4-chloro)phenylsulfonyl) cycloprop,302.779,2.597900000000001,71.83080000000005,19.0,4.0,0.0,6.0,4.0,104.0,1.0,1.0,1.0,2.0,60.44000000000001,117.1838987049629,2.3428944477047167,87.30231303354212
tert-butyl (1-(4-chloro)phenylsulfonyl) cyclopro,316.806,2.9880000000000013,76.44780000000004,20.0,4.0,0.0,6.0,3.0,110.0,1.0,1.0,1.0,2.0,60.44000000000001,123.54884081935951,2.340104013926084,23.99901394660379
methyl (1-(4-bromo)phenylsulfonyl) cyclopropane,319.1760000000001,1.9284,65.30880000000003,17.0,4.0,0.0,6.0,3.0,92.0,1.0,1.0,1.0,2.0,60.44000000000001,108.01829585492938,2.4423783167319404,68.19149749697125
methyl (1-(4-nitro)phenylsulfonyl) cyclopropane,285.2770000000001,1.0741,64.26320000000003,19.0,6.0,0.0,8.0,4.0,102.0,1.0,1.0,1.0,2.0,103.58,108.80372397178782,2.4076662360164707,119.00542475695406
isopropyl (1-(4-nitro)phenylsulfonyl) cyclopropa,313.331,1.8527,73.47520000000003,21.0,6.0,0.0,8.0,5.0,114.0,1.0,1.0,1.0,2.0,103.58,121.53360820058106,2.3357461355584728,17.199006663691073
trovafloxacin,416.35900000000015,1.8945,101.34170000000003,30.0,6.0,2.0,10.0,3.0,154.0,3.0,2.0,2.0,5.0,101.45,166.71102821338403,1.7617670554909075,12.29894775854299
cloransulam,429.8170000000002,1.9029,95.50900000000004,28.0,9.0,1.0,13.0,6.0,148.0,3.0,0.0,0.0,3.0,124.78,162.86187595449263,2.0782521290369265,15.998659249137337
Bifenazate,300.358,3.8237000000000014,86.80540000000003,22.0,4.0,2.0,5.0,5.0,116.0,2.0,0.0,0.0,2.0,59.59,129.77168084405264,2.1646344929392645,3.759578902492631
etoxazole,359.41600000000005,5.1791000000000045,97.89900000000004,26.0,3.0,0.0,5.0,4.0,138.0,2.0,0.0,1.0,3.0,30.82,152.22062895232764,1.983111469624748,0.07540452465738946
fentrazamide,349.82199999999995,2.7051000000000007,90.67600000000004,24.0,6.0,0.0,8.0,3.0,128.0,2.0,1.0,1.0,3.0,73.02000000000002,144.34669734103252,1.908029207314639,2.3001021207287065
isopropyl (1-(4-nitro)phenylsulfonyl) cyclobutan,327.35800000000006,2.2428,78.09220000000003,22.0,6.0,0.0,8.0,5.0,120.0,1.0,1.0,1.0,2.0,103.58,127.89855031497764,2.3875542944785133,56.90140089320915
isopropyl (1-(4-nitro)phenylsulfonyl) cyclohexan,355.41200000000015,3.023000000000001,87.32620000000004,24.0,6.0,0.0,8.0,5.0,132.0,1.0,1.0,1.0,2.0,103.58,140.62843454377088,2.4704064547478137,4.689559895446314
isopropyl (1-(4-nitro)phenylsulfonyl) cyclohepta,369.43900000000014,3.4131000000000027,91.94320000000006,25.0,6.0,0.0,8.0,5.0,138.0,1.0,1.0,1.0,2.0,103.58,146.9933766581675,2.5016131085612305,3.1400946577610838
me (1-(4-bromo)phenylsulfonyl) cyclobutane carbo,333.2030000000001,2.3185,69.92580000000004,18.0,4.0,0.0,6.0,3.0,98.0,1.0,1.0,1.0,2.0,60.44000000000001,114.383237969326,2.473319254444972,93.90936478461106
me (1-(4-bromo)phenylsulfonyl) cyclopentane carb,347.23,2.708600000000001,74.54280000000004,19.0,4.0,0.0,6.0,3.0,104.0,1.0,1.0,1.0,2.0,60.44000000000001,120.74818008372259,2.5209528107955,33.9013693244491
me (1-(4-bromo)phenylsulfonyl) cyclohexane carbo,361.257,3.098700000000002,79.15980000000005,20.0,4.0,0.0,6.0,3.0,110.0,1.0,1.0,1.0,2.0,60.44000000000001,127.1131221981192,2.517820343772144,12.00096781637624
me (1-(4-chloro)phenylsulfonyl) cyclobutane carb,288.752,2.2094000000000005,67.23580000000004,18.0,4.0,0.0,6.0,3.0,98.0,1.0,1.0,1.0,2.0,60.44000000000001,110.81895659056627,2.473319254444972,289.0180729326133
isopropyl (1-(4-chloro)phenylsulfonyl) cyclopent,330.833,3.3781000000000025,81.06480000000005,21.0,4.0,0.0,6.0,4.0,116.0,1.0,1.0,1.0,2.0,60.44000000000001,129.91378293375612,2.459624736404449,7.409839876124122
ethyl (1-(4-methyl)phenylsulfonyl) cyclobutane c,282.361,2.2545200000000003,71.57980000000005,19.0,4.0,0.0,5.0,4.0,104.0,1.0,1.0,1.0,2.0,60.44000000000001,113.24557459247784,2.418693152813608,310.0307074533859
methyl (1-phenylsulfonyl) cyclobutane carboxylat,254.30700000000002,1.556,62.225800000000035,17.0,4.0,0.0,5.0,3.0,92.0,1.0,1.0,1.0,2.0,60.44000000000001,100.51569036368466,2.483522407832477,254.01438672044273
methyl (1-phenylsulfonyl) cyclopentane carboxyla,268.334,1.9461,66.84280000000004,18.0,4.0,0.0,5.0,3.0,98.0,1.0,1.0,1.0,2.0,60.44000000000001,106.88063247808128,2.531373350989,756.0938483902938
Brofluthrinate,530.3650000000001,7.390480000000005,125.75700000000002,34.0,5.0,0.0,8.0,9.0,176.0,3.0,0.0,0.0,3.0,68.55000000000001,204.55848432832482,1.755229281053558,0.003560203774220442
Methoxyfenozide,368.47700000000015,4.206160000000003,107.03570000000003,27.0,3.0,1.0,5.0,3.0,144.0,2.0,0.0,0.0,2.0,58.64,160.85433977316794,2.3785529423187843,1.0000239121107104
isopropazol,443.622,5.2261000000000015,86.86550000000004,25.0,4.0,0.0,10.0,3.0,136.0,2.0,0.0,0.0,2.0,44.12,153.39340624268013,2.6315514969320564,0.05300454068423818
ethyl 2-formamido-(furan-3-yl)acrylate,209.201,0.9296000000000002,52.51770000000002,15.0,4.0,1.0,5.0,5.0,80.0,1.0,0.0,0.0,1.0,68.53999999999999,86.71223365097165,2.8129471759735707,373.9932433179162
"2,3-dimethylbutane",86.178,2.2984,29.675999999999984,6.0,0.0,0.0,0.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,40.563961599812586,2.9934972434784735,22.50071976926024
3-methylpentane,86.178,2.442500000000001,29.74599999999998,6.0,0.0,0.0,0.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,40.563961599812586,2.7541847860376616,17.897666481740778
methylcyclopentane,84.162,2.1965000000000003,27.63199999999999,6.0,0.0,0.0,0.0,0.0,36.0,0.0,1.0,1.0,1.0,0.0,39.55813044628336,2.184105569636068,41.996785237545794
octane,114.232,3.3668000000000022,39.05,8.0,0.0,0.0,0.0,5.0,50.0,0.0,0.0,0.0,0.0,0.0,53.29384582860581,2.53006045688352,0.6600666349508295
n-heptane,100.205,2.976700000000002,34.432999999999986,7.0,0.0,0.0,0.0,4.0,44.0,0.0,0.0,0.0,0.0,0.0,46.92890371420918,2.4474728878763443,3.4000820101376563
cyclooctane,112.21600000000001,3.120800000000002,36.93599999999999,8.0,0.0,0.0,0.0,0.0,48.0,0.0,1.0,1.0,1.0,0.0,52.28801467507659,2.0,7.900503757807473
"2,2-dimethylpropane",72.15100000000002,2.0524,25.12899999999999,5.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,34.19901948541599,3.0237157840738176,33.20032650258839
benzo(a)pyrene,252.31599999999997,5.737200000000002,87.65200000000004,20.0,0.0,0.0,0.0,0.0,92.0,5.0,0.0,0.0,5.0,0.0,116.13708612657335,2.2308401762301733,0.0016201110759964535
